X,Y,FID,ID,Name,EmplRange,NAICSCode,NAICSTitle,NAICSDescr,Phone,Fax,TollFree,EMail,WebAddress,StreetNo,StreetName,PostalCode,BuildingNo,UnitNo,Modified,CHArea,Ward,BIA,PIN_1
-79.66504905,43.62632236,6242,20115,NaLox Canada Inc.,10 to 19,493110,Transportation,General Warehousing and Storage,905-712-8999,905-712-4999, ,info@naloxcanada.com,www.naloxcanada.com,284,Watline Ave,L4Z 1P4, , ,2022/07/27 00:00:00+00,Gateway EA (East),5, ,5138100
-79.66994624,43.62826483,6243,20116,D E Systems,1 to 4,541990,Professional,All Other Professional  Scientific and Technical Services,905-696-0092,905-696-0322, , ,www.desystems.com,215,Traders Blvd E,L4Z 3K5, ,8,2022/07/27 00:00:00+00,Gateway EA (East),5, ,5164700
-79.70350923,43.6499458,6244,20117,Sekhon Law Office,1 to 4,541110,Professional,Offices of Lawyers,905-890-4529,905-890-3529, , ,www.sekhonlaw.ca,218,Export Blvd,L5S 1Y4, ,301,2021/06/14 00:00:00+00,Gateway EA (East),5, ,5213500
-79.66994624,43.62826483,6245,20119,Tsunami Technology Group Inc.,10 to 19,443144,Retail,Computer and software stores,905-502-5660,905-502-1664, ,info@technology.ca,www.technology.ca,215,Traders Blvd E,L4Z 3K5, ,16,2021/07/06 00:00:00+00,Gateway EA (East),5, ,5164700
-79.66994624,43.62826483,6246,20123,HDCPA Professional Corp.,5 to 9,541212,Professional,Offices of  Accountants,905-497-1191,905-497-1190, , ,www.hdcpa.ca,215,Traders Blvd E,L4Z 3K5, ,2,2021/06/15 00:00:00+00,Gateway EA (East),5, ,5164700
-79.66884886,43.62684442,6247,20127,BrightPlace Child Care Centre,20 to 49,624410,Health Care,Child Day-Care Services,905-712-2273, , ,traders@brightpathkids.com,www.brightpath.com,220,Traders Blvd E,L4Z 1W7, , ,2022/07/27 00:00:00+00,Gateway EA (East),5, ,5158800
-79.6693471,43.62858141,6248,20130,Kodsi Engineering Inc.,5 to 9,541330,Professional,Engineering Services,416-977-0009,905-890-0040,1-800-263-6351,info@kodsiengineering.com,www.kodsiengineering.com,225,Traders Blvd E,L4Z 3L8, ,1,2022/07/29 00:00:00+00,Gateway EA (East),5, ,14792900
-79.6693471,43.62858141,6249,20131,Maura Roofing Ltd.,1 to 4,238160,Construction,Roofing Contractors,905-896-4754,905-890-7851, , ,www.mauraroofing.com,225,Traders Blvd E,L4Z 3L8, ,7,2022/08/22 00:00:00+00,Gateway EA (East),5, ,14792900
-79.6693471,43.62858141,6250,20133,Avotus,10 to 19,517210,Information,Wireless Telecommunications Carriers (except Satellite),905-890-9199, , , ,www.Avotus.com,225,Traders Blvd E,L4Z 3L8, ,1A,2022/07/29 00:00:00+00,Gateway EA (East),5, ,14792900
-79.6693471,43.62858141,6251,20134,Stan’s Custom Woodworking Ltd.,1 to 4,321919,Manufacturing,Other Millwork,905-568-7671, , ,stanscustom@gmail.com,www.level3kitchen.ca,225,Traders Blvd E,L4Z 3L8, ,9,2022/07/29 00:00:00+00,Gateway EA (East),5, ,14792900
-79.66884551,43.62879581,6252,20139,T I S Technologies Inc.,1 to 4,333248,Manufacturing,All other industrial machinery manufacturing,905-507-6244,905-507-6247, ,info@tistechnologies.com,www.tistechnologies.com,259,Traders Blvd E,L4Z 2E5, ,7,2018/12/30 00:00:00+00,Gateway EA (East),5, ,14799900
-79.66884551,43.62879581,6253,20144,St. Joseph's Workshop,1 to 4,414420,Wholesale,Book  Periodical and Newspaper Wholesaler-Distributors,905-568-8777, , ,Sockeemendiola@gmail.com,www.st-josephsworkshop.com,259,Traders Blvd E,L4Z 2E5, ,12,2018/12/30 00:00:00+00,Gateway EA (East),5, ,14799900
-79.66884551,43.62879581,6254,20145,Shashik Raina Lawyers,1 to 4,541110,Professional,Offices of Lawyers,905-502-3484, , ,Info@shashiklaw.ca, ,259,Traders Blvd E,L4Z 2E5, ,13&14,2022/07/29 00:00:00+00,Gateway EA (East),5, ,14799900
-79.66884551,43.62879581,6255,20146,C U P E Local 966,1 to 4,813930,Other Services,Labour Organizations,905-502-6599,905-502-9899, ,secretarytreasurer@cupelocal966.ca,www.cupe966.com,259,Traders Blvd E,L4Z 2E5, ,11,2022/07/29 00:00:00+00,Gateway EA (East),5, ,14799900
-79.66732254,43.62936879,6256,20150,Fresh Sprout International,5 to 9,413110,Wholesale,General-Line Food Wholesaler-Distributors,905-501-7588,905-501-1303, ,freshsprout@fsprouts.com,www.fsprout.com,315,Traders Blvd E,L4Z 3E4, ,12 to 21,2022/07/29 00:00:00+00,Gateway EA (East),5, ,14793000
-79.66732254,43.62936879,6257,20151,North America Medical Equipment Ltd.,1 to 4,339110,Manufacturing,Medical Equipment and Supplies Manufacturing,905-272-5959,905-270-9220, ,info@namedical.ca,www.namedical.ca,315,Traders Blvd E,L4Z 3E4, ,10,2017/11/09 00:00:00+00,Gateway EA (East),5, ,14793000
-79.66732254,43.62936879,6258,20154,Charolotte's Homemade Goodies The Bake Shop,1 to 4,311811,Manufacturing,Retail Bakeries,647-660-2790, , , , ,315,Traders Blvd E,L4Z 3E4, ,5,2022/07/29 00:00:00+00,Gateway EA (East),5, ,14793000
-79.66732254,43.62936879,6259,20158,Total Care Management Ltd.,5 to 9,621310,Health Care,Offices of Chiropractors,905-279-9560,905-279-3628, ,gynn.totalcare@bellnet.ca, ,315,Traders Blvd E,L4Z 3E4, ,8,2017/11/09 00:00:00+00,Gateway EA (East),5, ,14793000
-79.66676598,43.62957177,6260,20163,Fein Canadian Power Tool Company,10 to 19,416330,Wholesale,Hardware Wholesaler-Distributors,905-890-1390,905-890-1866, ,fein@fein.ca,www.fein.ca,323,Traders Blvd E,L4Z 2E5, , ,2022/07/29 00:00:00+00,Gateway EA (East),5, ,5160500
-79.66631423,43.62973651,6261,20166,Sofari Collections Ltd./J & L Imports,10 to 19,418990,Wholesale,All Other Wholesaler-Distributors,905-890-8880,905-890-8820,1-877-348-2358,jlimports@hotmail.com,www.sofaricollections.com,339,Traders Blvd E,L4Z 2E5, , ,2018/12/30 00:00:00+00,Gateway EA (East),5, ,5160400
-79.66526417,43.62861614,6262,20167,Belvika Trade & Packaging Ltd.,100 to 299,561910,Administrative,Packaging and Labelling Services,905-502-7444,905-502-6444, ,info@belvika.com,www.belvika.com,340,Traders Blvd E,L4Z 1W7, , ,2022/07/27 00:00:00+00,Gateway EA (East),5, ,5159400
-79.66487977,43.63028113,6263,20170,Steel Canada Ltd.,N/A,416210,Wholesale,Metal Service Centres,905-890-0209,905-890-5391, , ,www.steelcanada.com,375,Traders Blvd E,L4Z 2E5, , ,2022/07/29 00:00:00+00,Gateway EA (East),5, ,5160200
-79.66349998,43.62934815,6264,20172,Amhil Enterprises,300 to 499,326198,Manufacturing,All Other Plastic Product Manufacturing,905-890-5261,905-890-2078,1-800-521-6695, ,www.amhil.com,400,Traders Blvd E,L4Z 1W7, , ,2022/07/27 00:00:00+00,Gateway EA (East),5, ,5159600
-79.66418956,43.63066842,6265,20174,V & V Import Export Company Ltd.,1 to 4,413110,Wholesale,General-Line Food Wholesaler-Distributors,905-501-0510,905-501-8506, ,vvimportexport@gmail.com,www.vandv.ca,401,Traders Blvd E,L4Z 2H8, ,11,2021/07/02 00:00:00+00,Gateway EA (East),5, ,5160000
-79.66418956,43.63066842,6266,20176,ESource Parts,5 to 9,452999,Retail,All Other Miscellaneous General Merchandise Stores,647-977-2049, , ,sales@esourceparts.ca,www.esourceparts.ca,401,Traders Blvd E,L4Z 2H8, ,9,2022/08/18 00:00:00+00,Gateway EA (East),5, ,5160000
-79.66418956,43.63066842,6267,20177,Battery Zone,5 to 9,418990,Wholesale,All Other Wholesaler-Distributors,905-614-0202,905-614-0303,1-888-614-0202,sales@ceabatteryzone.com,www.ceabatteryzone.com,401,Traders Blvd E,L4Z 2H8, ,7,2022/07/29 00:00:00+00,Gateway EA (East),5, ,5160000
-79.65726767,43.62576588,6268,20182,Spy Depot Security Inc.,5 to 9,561621,Administrative,Security Systems Services (except Locksmiths),905-890-8809,905-890-8814,1-866-514-4779,arthur@spydepotsecurityinc.com,www.spydepotsecurityinc.com,450,Matheson Blvd E,L4Z 1R5, ,49,2022/07/06 00:00:00+00,Gateway EA (East),5, ,5135800
-79.66904955,43.68351746,6269,20190,Brenlo Ltd.,20 to 49,321911,Manufacturing,Wood Window and Door Manufacturing,905-677-9204,905-677-7859, ,sales@brenlo.ca,www.brenlo.ca,7000,Tranmere Dr,L5S 1L9, , ,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10069100
-79.66729418,43.68274689,6270,20191,Simba Screen Print Inc.,1 to 4,323119,Manufacturing,Other Printing,905-678-2555, , , ,www.simbascreenprint.ca,7015,Tranmere Dr,L5S 1T7, ,17,2017/05/29 00:00:00+00,Northeast EA (West),5, ,14793500
-79.66729418,43.68274689,6271,20192,The Weekly Voice,10 to 19,511110,Information,Newspaper Publishers,905-795-0639,905-795-9801, ,info@weeklyvoice.com,www.weeklyvoice.com,7015,Tranmere Dr,L5S 1T7, ,16,2017/11/09 00:00:00+00,Northeast EA (West),5, ,14793500
-79.66729418,43.68274689,6272,20196,Advantage Personnel Ltd.,1 to 4,561310,Administrative,Employment Placement Agencies and Executive Search Services,905-677-9767,905-362-1345,1-800-263-4312,mississauga@onyourteam.com,www.onyourteam.com,7015,Tranmere Dr,L5S 1T7, ,13&14,2022/06/10 00:00:00+00,Northeast EA (West),5, ,14793500
-79.66729418,43.68274689,6273,20199,Campere Electrical Inc.,1 to 4,238210,Construction,Electrical Contractors and Other Wiring Installation Contractors,416-728-2788, , ,campere.electrical@hotmail.com,www.campere.ca,7015,Tranmere Dr,L5S 1T7, ,19,2022/06/21 00:00:00+00,Northeast EA (West),5, ,14793500
-79.66729418,43.68274689,6274,20201,Abrar Naseer,1 to 4,541212,Professional,Offices of  Accountants,905-673-0202, , ,Info@abrarnaseer.com,www.abrarnaseer.com,7015,Tranmere Dr,L5S 1T7, ,3,2017/05/30 00:00:00+00,Northeast EA (West),5, ,14793500
-79.65270484,43.66052383,6275,20202,Starforce HR,5 to 9,561310,Administrative,Employment Placement Agencies and Executive Search Services,905-956-7827, , ,Info@starforcehr.ca, ,1550,Meyerside Dr,L5T 1V4, ,1,2018/12/30 00:00:00+00,Northeast EA (West),5, ,10176100
-79.66729418,43.68274689,6276,20203,Fnik Media,1 to 4,488519,Transportation,Other Freight Transportation Arrangement,647-670-1010,416-970-8118, , ,www.Fnikmedia.com,7015,Tranmere Dr,L5S 1T7, ,22,2022/06/10 00:00:00+00,Northeast EA (West),5, ,14793500
-79.66729418,43.68274689,6277,20204,Spline Group,10 to 19,541330,Professional,Engineering Services,905-497-8388,416-548-8803, ,info@splinegroup.ca,www.splinegroup.ca,7015,Tranmere Dr,L5S 1T7, ,15,2021/07/02 00:00:00+00,Northeast EA (West),5, ,14793500
-79.66729418,43.68274689,6278,20205,Ajit Weekly Newspaper,5 to 9,511110,Information,Newspaper Publishers,905-671-4761,1-888-981-2818, ,info@ajitweekly.com,www.ajitweekly.com,7015,Tranmere Dr,L5S 1T7, ,1&2,2022/06/21 00:00:00+00,Northeast EA (West),5, ,14793500
-79.66853676,43.68392125,6279,20206,Road Equipment Service Co. Ltd.,5 to 9,333120,Manufacturing,Construction Machinery Manufacturing,905-612-8767,905-612-8337, ,roadequip@sympatico.ca,www.roadequip.com,7020,Tranmere Dr,L5S 1L9, , ,2022/06/16 00:00:00+00,Northeast EA (West),5, ,10069000
-79.66814693,43.68422232,6280,20208,Robic Group International Inc.,20 to 49,336390,Manufacturing,Other Motor Vehicle Parts Manufacturing,905-564-9660,905-564-9622, ,Info@robicgroup.com,www.robicgroup.com,7040,Tranmere Dr,L5S 1L9, , ,2022/06/14 00:00:00+00,Northeast EA (West),5, ,10068800
-79.6666563,43.68325664,6281,20215,Quantum Led Canada,1 to 4,414390,Wholesale,Other Home Furnishings Wholesaler-Distributors,647-505-6925, , ,quantumledca@gmail.com,www.quantumled.ca,7045,Tranmere Dr,L5S 1M2, ,12,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10072900
-79.6666563,43.68325664,6282,20216,Pure AV,10 to 19,417320,Wholesale,Electronic Components  Navigational and Communications Equipment and Supplies Wholesaler-Distributors,905-672-8478, ,1-800-929-7089, ,www.pureav.ca,7045,Tranmere Dr,L5S 1M2, ,2 & 3,2022/06/10 00:00:00+00,Northeast EA (West),5, ,10072900
-79.66601553,43.68372543,6283,20219,Woodbridge Equipment Parts Inc.,1 to 4,417210,Wholesale,Construction and Forestry Machinery  Equipment and Supplies Wholesaler-Distributors,905-673-8969, , ,sales@woodbridgeequipment.com,www.woodbridgeequipment.com,7075,Tranmere Dr,L5S 1M2, ,7,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10073000
-79.66601553,43.68372543,6284,20220,Quinn Digital,20 to 49,519190,Information,All Other Information Services,416-441-3770, , , ,www.quinndigital.ca,7065,Tranmere Dr,L5S 1M2, ,3,2022/06/21 00:00:00+00,Northeast EA (West),5, ,10073000
-79.66697492,43.68445964,6285,20221,G T L Auto Repair Inc.,1 to 4,811111,Other Services,General Automotive Repair,905-672-5737,905-672-5737, ,GTLauto@outlook.com, ,7090,Tranmere Dr,L5S 1L9, ,4,2022/06/09 00:00:00+00,Northeast EA (West),5, ,10068700
-79.66697492,43.68445964,6286,20222,Fix Auto Mississauga North,5 to 9,811121,Other Services,Automotive Body  Paint and Interior Repair and Maintenance,905-678-2840, , ,mississauganorth@fixauto.com,www.fixauto.com,7090,Tranmere Dr,L5S 1L9, ,1,2022/06/09 00:00:00+00,Northeast EA (West),5, ,10068700
-79.66726063,43.68469703,6287,20224,Rai Truck Repair Inc.,1 to 4,811111,Other Services,General Automotive Repair,416-358-6152, , ,Raitruckrepair@gmail.com, ,7110,Tranmere Dr,L5S 1L9, , ,2022/08/19 00:00:00+00,Northeast EA (West),5, ,10068600
-79.66838233,43.68543571,6288,20231,Ontario Wood Custom,10 to 19,337121,Manufacturing,Upholstered Household Furniture Manufacturing,905-672-9970, , ,amin@owc-ca.com,www.owc-ca.com,7150,Tranmere Dr,L5S 1L9, , ,2022/08/24 00:00:00+00,Northeast EA (West),5, ,10068200
-79.66839189,43.68668527,6289,20236,Truvaform Technologies,1 to 4,332710,Manufacturing,Machine Shops, ,905-461-2259, ,cwilliams@truvaform.com,www.truvaform.com,7175,Tranmere Dr,L5S 1N4, ,3,2018/12/30 00:00:00+00,Northeast EA (West),5, ,10079500
-79.66862533,43.6874713,6290,20241,Jenza Metals Ltd.,1 to 4,332510,Manufacturing,Hardware Manufacturing,905-673-2425,905-673-6024, ,jenzametals@gmail.com,www.jenzametals.com,7195,Tranmere Dr,L5S 1N4, ,2,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14792100
-79.66862533,43.6874713,6291,20243,Johns United Auto Clinic Ltd.,1 to 4,811111,Other Services,General Automotive Repair,905-672-5927, , ,info.juac1@gmail.com,www.juac.com,7195,Tranmere Dr,L5S 1N4, ,5,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14792100
-79.66976578,43.68642626,6292,20244,Delso Restoration Ltd.,100 to 299,238910,Construction,Site Preparation Contractors,905-676-0066,905-671-2732, , ,www.delsogroup.com,7200,Tranmere Dr,L5S 1L6, , ,2022/06/09 00:00:00+00,Northeast EA (West),5, ,10067900
-79.67006135,43.68664808,6293,20247,Ridgewood Electric Ltd.,10 to 19,238210,Construction,Electrical Contractors and Other Wiring Installation Contractors,905-454-2721, , , ,www.ridgewood-electric.com,7210,Tranmere Dr,L5S 1L6, , ,2022/06/09 00:00:00+00,Northeast EA (West),5, ,10067800
-79.67032609,43.68684422,6294,20248,Sri Ganesha Durga Hindu Temple of Mississauga,1 to 4,813110,Other Services,Religious Organizations,905-405-0011, , ,rama.k@live.com, ,7220,Tranmere Dr,L5S 1L6, , ,2017/05/29 00:00:00+00,Northeast EA (West),5, ,10067700
-79.67333365,43.68942055,6295,20251,Pearson Doors Inc.,1 to 4,326196,Manufacturing,Plastic Window and Door Manufacturing,905-678-8678, , ,laseralpine@gmail.com, ,7374,Tranmere Dr,L5S 1K4, ,B,2022/08/22 00:00:00+00,Northeast EA (West),5, ,10063300
-79.67496139,43.69040941,6296,20255,R T Q - N C G Containers Inc.,10 to 19,811310,Other Services,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,905-678-6440,905-678-6441, ,sales@rtqncg.comm,www.nationalcontainer.com,7385,Tranmere Dr,L5S 1L4, , ,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10061200
-79.67586836,43.68987601,6297,20256,Ecolab Logistics,10 to 19,484239,Transportation,Other Specialized Freight (except Used Goods) Trucking  Long Distance, , ,1-800-268-0465, , ,7405,Tranmere Dr,L5S 1L4, , ,2022/06/08 00:00:00+00,Northeast EA (West),5, ,10061300
-79.67439242,43.68884833,6298,20257,Spartan Freight Systems,20 to 49,415120,Wholesale,Truck  Truck Tractor and Bus Wholesaler-Distributors,905-625-3300,1-866-748-1305, ,info@spartanfreightsystems.com,www.spartanfreightsystems.com,7410,Tranmere Dr,L5S 1K4, , ,2022/06/08 00:00:00+00,Northeast EA (West),5, ,10063100
-79.67572914,43.68793564,6299,20262,Form & Build Supply Inc.,10 to 19,416390,Wholesale,Other Specialty-Line Building Supplies Wholesaler-Distributors,905-362-1554,905-362-1724, , ,www.formandbuild.com,7456,Tranmere Dr,L5S 1K4, , ,2021/06/02 00:00:00+00,Northeast EA (West),5, ,10062800
-79.67606268,43.6877036,6300,20263,High Strength Plates & Profiles Inc.,20 to 49,331221,Manufacturing,Cold-Rolled Steel Shape Manufacturing,905-673-5770,905-673-1139,1-800-387-4981,sales@highstrengthplates.com,www.highstrengthplates.com,7464,Tranmere Dr,L5S 1K4, , ,2022/06/22 00:00:00+00,Northeast EA (West),5, ,10062700
-79.67656845,43.68733277,6301,20266,DEL Metals,10 to 19,332210,Manufacturing,Cutlery and Hand Tool Manufacturing,905-362-1118, ,1-800-661-5298, ,www.delmetals.com,7496,Tranmere Dr,L5S 1K4, , ,2022/06/08 00:00:00+00,Northeast EA (West),5, ,10062600
-79.68065465,43.68662995,6302,20272,Mestek Canada Inc.,50 to 99,333416,Manufacturing,Heating Equipment and Commercial Refrigeration Equipment Manufacturing,905-670-5888,905-670-5782, , ,www.mestekcanada.com,7555,Tranmere Dr,L5S 1K4, , ,2021/06/22 00:00:00+00,Northeast EA (West),5, ,10062000
-79.68180418,43.68397806,6303,20274,Prevost,50 to 99,541490,Professional,Other Specialized Design Services,905-738-0881, ,1-800-463-7728,prevost.miss.reception@gmail.com,www.prevostcar.com,7655,Tranmere Dr,L5S 1L4, , ,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10062300
-79.67867327,43.6844466,6304,20276,Blue Streak Hygrade Motor Products,20 to 49,415290,Wholesale,Other New Motor Vehicle Parts and Accessories Wholesaler-Distributors,905-612-0222,905-612-8567, , ,www.bluestreak.ca,7680,Tranmere Dr,L5S 1K4, , ,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10053500
-79.67428784,43.68034228,6305,20280,Dieform Automation inc.,10 to 19,333519,Manufacturing,Other Metalworking Machinery Manufacturing,905-676-1440,905-676-1450, ,dft@dieformtool.com,www.dieformtool.com,7825,Tranmere Dr,L5S 1V5, , ,2022/06/09 00:00:00+00,Northeast EA (West),5, ,10070100
-79.6734625,43.68297745,6306,20281,Graphic Packaging International Canada,100 to 299,322299,Manufacturing,All Other Converted Paper Product Manufacturing,905-678-8211,905-678-7233, , ,www.graphicpkg.com,7830,Tranmere Dr,L5S 1L9, , ,2018/12/30 00:00:00+00,Northeast EA (West),5, ,23897300
-79.67330831,43.68130455,6307,20282,Combat Batteries & Chargers,10 to 19,522220,Finance,Sales Financing,905-795-0515, , , ,www.combatbatteries.com,7832,Tranmere Dr,L5S 1L9, , ,2022/06/10 00:00:00+00,Northeast EA (West),5, ,10070000
-79.67353388,43.67971973,6308,20287,A-One Catering,5 to 9,311814,Manufacturing,Commercial Bakeries and Frozen Bakery Product Manufacturing,905-677-9121,905-676-8234, , ,www.aonecatering.me,7875,Tranmere Dr,L5S 1T8, ,2&3,2017/11/09 00:00:00+00,Northeast EA (West),5, ,14800000
-79.67353388,43.67971973,6309,20291,Off The Bone Meat Products Ltd,5 to 9,311615,Manufacturing,Poultry Processing,905-612-9141,905-612-1960, , , ,7875,Tranmere Dr,L5S 1T8, ,9,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14800000
-79.67353388,43.67971973,6310,20294,Quality Mould Benching and Polishing Ltd.,5 to 9,333511,Manufacturing,Industrial Mould Manufacturing,905-670-4258,905-670-7931, , ,www.qualitymould.com,7875,Tranmere Dr,L5S 1T8, ,11,2017/11/09 00:00:00+00,Northeast EA (West),5, ,14800000
-79.67293244,43.67924634,6311,20298,Turning Solutions Inc.,1 to 4,332329,Manufacturing,Other Ornamental and Architectural Metal Product Manufacturing,905-565-7070, , , ,www.trnsolutions.ca,7885,Tranmere Dr,L5S 1S6, ,2,2021/05/25 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6312,20299,Premium Marble & Granite Ltd.,5 to 9,327990,Manufacturing,All Other Non-Metallic Mineral Product Manufacturing,905-461-1891,905-461-1893, ,info@premiummarble.net,www.premiummarble.net,7885,Tranmere Dr,L5S 1V8, ,23 to 25,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6313,20302,Cable Ready Systems Ltd.,10 to 19,237130,Construction,Power and Communication Line and Related Structures Construction,905-677-6765,905-677-4406, ,service@cablereadysystems.com,www.cablereadysystems.com,7885,Tranmere Dr,L5S 1V8, ,29,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6314,20304,X-press Electric Services Ltd.,1 to 4,238210,Construction,Electrical Contractors and Other Wiring Installation Contractors,416-410-9006, , , , ,7885,Tranmere Dr,L5S 1V8, ,12,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6315,20306,God's Holy Temple,20 to 49,813110,Other Services,Religious Organizations,905-461-3859, , ,godholytemplecorp@gmail.com, ,7885,Tranmere Dr,L5S 1V8, ,11,2018/12/30 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6316,20307,Quality Performance Tooling & Machining Inc.,1 to 4,332710,Manufacturing,Machine Shops,519-940-0606,905-795-3870, ,mhardat@qp-tooling.com,www.qp-tooling.com,7885,Tranmere Dr,L5S 1V8, ,9,2018/12/30 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6317,20315,Remi Industries Ltd.,5 to 9,416330,Wholesale,Hardware Wholesaler-Distributors,905-673-3922,905-673-8294, ,remi@remiindustries.com,www.remiindustries.com,7885,Tranmere Dr,L5S 1V8, ,16,2017/05/29 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6318,20316,Noveltek Material Handling Ltd.,1 to 4,417230,Wholesale,Industrial Machinery  Equipment and Supplies Wholesaler-Distributors,905-676-0508, , , ,www.noveltek.ca,7885,Tranmere Dr,L5S 1V8, ,19&20,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67293244,43.67924634,6319,20322,TS Upholstery,1 to 4,811420,Other Services,Reupholstery and Furniture Repair,905-672-5965, , ,tsupholstery2022@gmail.com, ,7885,Tranmere Dr,L5S 1V8, ,18,2022/06/09 00:00:00+00,Northeast EA (West),5, ,14797800
-79.67093691,43.67962288,6320,20335,Majestic Wealth Management Inc.,1 to 4,523930,Finance,Investment Advice,905-672-1792,905-692-6798, , , ,7895,Tranmere Dr,L5S 1V9, ,212,2022/06/10 00:00:00+00,Northeast EA (West),5, ,10070400
-79.67093691,43.67962288,6321,20347,eBRP Solutions Network Inc.,20 to 49,541514,Professional,Computer systems design and related services (except video game design and development),905-677-0404,905-677-6677, ,info@eBRP.net,www.bBRP.net,7895,Tranmere Dr,L5S 1V9, ,230,2017/05/29 00:00:00+00,Northeast EA (West),5, ,10070400
-79.67093691,43.67962288,6322,20348,Proactive Personnel,1 to 4,561310,Administrative,Employment Placement Agencies and Executive Search Services,647-640-1238, , ,Marina@proactivepersonnel.ca, ,7895,Tranmere Dr,L5S 1V9, ,218,2022/06/10 00:00:00+00,Northeast EA (West),5, ,10070400
-79.67093691,43.67962288,6323,20354,Arora Law Office,1 to 4,541110,Professional,Offices of Lawyers,905-565-1050,905-565-1124, ,ibs786@yahoo.com, ,7895,Tranmere Dr,L5S 1V9, ,18,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10070400
-79.7688656,43.57180254,6324,20355,Trelawny Public School,50 to 99,611110,Educational,Elementary and Secondary Schools,905-824-0360,905-824-8731, , ,www.peel.edu.on.ca/trelawny,3420,Trelawny Cir,L5N 6N6, , ,2022/08/29 00:00:00+00,Lisgar NHD,10, ,13993200
-79.77208622,43.57437829,6325,20356,Our Lady of Mount Carmel Secondary School,100 to 299,611110,Educational,Elementary and Secondary Schools,905-824-1025,905-824-4549, , ,www.dpcdsb.org\carms,3700,Trelawny Cir,L5N 5J7, , ,2022/05/19 00:00:00+00,Lisgar NHD,10, ,13993500
-79.65014122,43.65819303,6326,20357,Total Customs Services,1 to 4,488519,Transportation,Other Freight Transportation Arrangement,905-673-8903, , , ,www.totalcustoms.ca,1520,Trinity Dr,L5T 1N9, ,7,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10235000
-79.65014122,43.65819303,6327,20358,Timeless Impressions Decor,1 to 4,812990,Other Services,All Other Personal Services,905-795-7755, , , ,www.timelessimpressionsdecor.ca,1520,Trinity Dr,L5T 1N9, ,2,2017/11/09 00:00:00+00,Northeast EA (West),5, ,10235000
-79.65014122,43.65819303,6328,20359,Drafting Clinic Canada Ltd. The,N/A,417930,Wholesale,Professional Machinery  Equipment and Supplies Wholesaler-Distributors,905-564-1300,905-564-4949, , ,www.dccltd.ca,1520,Trinity Dr,L5T 1N9, ,9 to 16,2019/09/23 00:00:00+00,Northeast EA (West),5, ,10235000
-79.6279557,43.6390955,6329,20368,Cowboy Studio Canada Inc.,1 to 4,443145,Retail,Camera and photographic supplies stores,905-232-8660, , ,lewis.cowboystudio@gmail.com,www.cowboystudio.ca,5200,Dixie Rd,L4W 1E4, ,10,2018/12/30 00:00:00+00,Northeast EA (West),5, ,10164500
-79.65133228,43.65896765,6330,20377,G T A Granttax,1 to 4,541212,Professional,Offices of  Accountants,905-565-8295,905-565-6889, ,dhijazi@granttax.com,www.granttax.com,1521,Trinity Dr,L5T 1P6, ,8,2018/12/30 00:00:00+00,Northeast EA (West),5, ,10236300
-79.64956923,43.65872166,6331,20379,Faucher Inc.,1 to 4,415290,Wholesale,Other New Motor Vehicle Parts and Accessories Wholesaler-Distributors,905-564-7722,1-800-595-8085,1-800-361-8085,faucher@faucher.ca,www.faucher.ca,1540,Trinity Dr,L5T 1L6, ,1&2,2022/06/22 00:00:00+00,Northeast EA (West),5, ,10235100
-79.64956923,43.65872166,6332,20381,Affiliated Weavers,1 to 4,414320,Wholesale,Floor Covering Wholesaler-Distributors,905-781-7575, , ,customercare@affiliatedweavers.com,www.affiliatedweavers.com,1540,Trinity Dr,L5T 1L6, ,3,2022/05/25 00:00:00+00,Northeast EA (West),5, ,10235100
-79.6499446,43.66004698,6333,20384,Orion Management,20 to 49,531310,Real Estate,Real Estate Property Managers,905-670-0501,905-670-0543,1-800-849-3994,Info@orionmgt.com,www.orionmgt.com,1575,Trinity Dr,L5T 1K4, ,7,2022/05/26 00:00:00+00,Northeast EA (West),5, ,10236100
